x,y,z,yaw,pitch,roll
-0.30,-0.21,1.30,36.26,13.92,5.31
-0.30,-0.21,1.30,-107.74,13.92,10.31
-0.30,-0.21,1.30,-35.74,-3.08,-9.69
-0.30,-0.21,1.30,36.26,-10.08,0.31
-0.30,-0.21,1.30,-107.74,-10.08,-9.69
-0.30,-0.21,1.30,72.26,-17.08,-9.69
-0.30,-0.21,1.30,108.26,13.92,10.31
-0.30,-0.21,1.30,108.26,-17.08,5.31
-0.30,-0.21,1.30,108.26,13.92,0.31
-0.30,-0.21,1.30,-179.74,-10.08,10.31
-0.30,-0.21,1.30,-107.74,-17.08,-4.69
-0.30,-0.21,1.30,72.26,-3.08,10.31
-0.30,-0.21,1.30,-35.74,-17.08,10.31
-0.30,-0.21,1.30,36.26,13.92,0.31
-0.30,-0.21,1.30,-107.74,-17.08,0.31
-0.30,-0.21,1.30,-179.74,13.92,5.31
-0.30,-0.21,1.30,-35.74,-10.08,10.31
-0.30,-0.21,1.30,-179.74,6.92,5.31
-0.30,-0.21,1.30,144.26,6.92,0.31
-0.30,-0.21,1.30,-179.74,-3.08,-4.69
-0.30,-0.21,1.30,108.26,13.92,-14.69
-0.30,-0.21,1.30,-143.74,-3.08,5.31
-0.30,-0.21,1.30,108.26,13.92,-4.69
-0.30,-0.21,1.30,0.26,-10.08,-14.69
-0.30,-0.21,1.30,72.26,-3.08,-4.69
-0.30,-0.21,1.30,0.26,-3.08,5.31
-0.30,-0.21,1.30,108.26,6.92,0.31
-0.30,-0.21,1.30,-71.74,6.92,5.31
-0.30,-0.21,1.30,-107.74,13.92,-14.69
-0.30,-0.21,1.30,-35.74,-3.08,10.31
-0.30,-0.21,1.30,108.26,6.92,5.31
-0.30,-0.21,1.30,144.26,-10.08,-4.69
-0.30,-0.21,1.30,36.26,-3.08,0.31
-0.30,-0.21,1.30,-35.74,-10.08,0.31
-0.30,-0.21,1.30,0.26,13.92,10.31
-0.30,-0.21,1.30,-35.74,6.92,10.31
1.10,-0.01,0.70,-144.13,-15.78,9.01
1.10,-0.01,0.70,35.87,15.22,9.01
1.10,-0.01,0.70,35.87,8.22,-5.99
1.10,-0.01,0.70,-72.13,15.22,4.01
1.10,-0.01,0.70,71.87,1.22,14.01
1.10,-0.01,0.70,-108.13,15.22,-10.99
1.10,-0.01,0.70,35.87,15.22,-5.99
1.10,-0.01,0.70,-36.13,1.22,-10.99
1.10,-0.01,0.70,71.87,-15.78,4.01
1.10,-0.01,0.70,107.87,-15.78,-5.99
1.10,-0.01,0.70,-36.13,-8.78,-5.99
1.10,-0.01,0.70,-36.13,-15.78,-0.99
1.10,-0.01,0.70,-108.13,8.22,-0.99
1.10,-0.01,0.70,-144.13,-8.78,9.01
1.10,-0.01,0.70,-0.13,1.22,14.01
1.10,-0.01,0.70,-144.13,-8.78,-10.99
1.10,-0.01,0.70,179.87,-15.78,-0.99
1.10,-0.01,0.70,-0.13,1.22,-0.99
1.10,-0.01,0.70,-36.13,-8.78,4.01
1.10,-0.01,0.70,-36.13,15.22,-0.99
1.10,-0.01,0.70,-144.13,-15.78,14.01
1.10,-0.01,0.70,179.87,8.22,14.01
1.10,-0.01,0.70,-0.13,1.22,-10.99
1.10,-0.01,0.70,-36.13,-8.78,14.01
1.10,-0.01,0.70,107.87,15.22,-0.99
1.10,-0.01,0.70,-0.13,8.22,-5.99
1.10,-0.01,0.70,-36.13,1.22,9.01
1.10,-0.01,0.70,-144.13,8.22,4.01
1.10,-0.01,0.70,-108.13,1.22,-0.99
1.10,-0.01,0.70,-0.13,1.22,4.01
1.10,-0.01,0.70,-72.13,8.22,-0.99
1.10,-0.01,0.70,-72.13,1.22,4.01
1.10,-0.01,0.70,71.87,8.22,-0.99
1.10,-0.01,0.70,143.87,1.22,14.01
1.10,-0.01,0.70,-144.13,-15.78,4.01
1.10,-0.01,0.70,-36.13,15.22,-5.99
1.10,-0.01,0.70,-0.13,-15.78,9.01
1.10,-0.01,0.70,179.87,1.22,-5.99
1.10,-0.01,0.70,-36.13,8.22,4.01
1.10,-0.01,0.70,143.87,-15.78,-10.99
1.10,-0.01,0.70,179.87,8.22,9.01
1.10,-0.01,0.70,-144.13,-15.78,-10.99
1.10,-0.01,0.70,-72.13,1.22,-0.99
1.10,-0.01,0.70,35.87,-15.78,4.01
1.10,-0.01,0.70,-36.13,15.22,14.01
1.10,-0.01,0.70,143.87,1.22,-10.99
1.10,-0.01,0.70,35.87,8.22,4.01
1.10,-0.01,0.70,107.87,1.22,14.01
1.10,-0.01,0.70,35.87,1.22,14.01
1.10,-0.01,0.70,71.87,1.22,-0.99
1.10,-0.01,0.70,143.87,15.22,4.01
1.10,-0.01,0.70,107.87,1.22,-0.99
1.10,-0.01,0.70,-144.13,8.22,9.01
1.10,-0.01,0.70,-0.13,-8.78,14.01
1.10,-0.01,0.70,-36.13,15.22,-10.99
1.10,-0.01,0.70,35.87,-8.78,9.01
1.10,-0.01,0.70,107.87,8.22,-10.99
1.10,-0.01,0.70,71.87,15.22,4.01
1.10,-0.01,0.70,-72.13,1.22,-10.99
1.10,-0.01,0.70,107.87,8.22,9.01
1.10,-0.01,0.70,-72.13,-15.78,-5.99
1.10,-0.01,0.70,-108.13,1.22,4.01
1.10,-0.01,0.70,179.87,8.22,-5.99
1.10,-0.01,0.70,35.87,-15.78,-0.99
1.10,-0.01,0.70,-144.13,8.22,14.01
1.10,-0.01,0.70,143.87,1.22,-0.99
1.10,-0.01,0.70,-108.13,-15.78,14.01
1.10,-0.01,0.70,107.87,-8.78,4.01
1.10,-0.01,0.70,35.87,8.22,14.01
1.10,-0.01,0.70,35.87,-15.78,14.01
1.10,-0.01,0.70,-144.13,1.22,-5.99
1.10,-0.01,0.70,143.87,1.22,4.01
1.10,-0.01,0.70,-108.13,-8.78,4.01
1.10,-0.01,0.70,-36.13,-15.78,4.01
1.10,-0.01,0.70,107.87,8.22,14.01
1.10,-0.01,0.70,-0.13,15.22,-0.99
1.10,-0.01,0.70,-108.13,1.22,9.01
1.10,-0.01,0.70,-108.13,8.22,9.01
1.10,-0.01,0.70,107.87,-15.78,4.01
1.10,-0.01,0.70,-144.13,1.22,-0.99
1.10,-0.01,0.70,-0.13,-8.78,-10.99
1.10,-0.01,0.70,-108.13,15.22,-0.99
1.10,-0.01,0.70,-108.13,-15.78,4.01
1.10,-0.01,0.70,143.87,-8.78,9.01
1.10,-0.01,0.70,-0.13,1.22,9.01
1.10,-0.01,0.70,35.87,1.22,-0.99
1.10,-0.01,0.70,71.87,-15.78,9.01
1.10,-0.01,0.70,-0.13,15.22,-10.99
1.10,-0.01,0.70,-0.13,8.22,4.01
1.10,-0.01,0.70,35.87,8.22,-10.99
1.10,-0.01,0.70,71.87,1.22,4.01
1.10,-0.01,0.70,179.87,1.22,14.01
1.10,-0.01,0.70,179.87,-15.78,-10.99
1.10,-0.01,0.70,-72.13,-8.78,14.01
1.10,-0.01,0.70,-0.13,15.22,-5.99
1.10,-0.01,0.70,-72.13,8.22,14.01
1.10,-0.01,0.70,179.87,15.22,-0.99
1.10,-0.01,0.70,-144.13,15.22,14.01
1.10,-0.01,0.70,179.87,15.22,4.01
1.10,-0.01,0.70,-36.13,-15.78,-5.99
1.10,-0.01,0.70,-108.13,-8.78,14.01
1.10,-0.01,0.70,107.87,8.22,4.01
1.10,-0.01,0.70,143.87,-15.78,14.01
1.10,-0.01,0.70,-36.13,-15.78,-10.99
1.10,-0.01,0.70,-144.13,15.22,4.01
1.10,-0.01,0.70,-108.13,-15.78,-10.99
1.10,-0.01,0.70,179.87,-8.78,9.01
1.10,-0.01,0.70,71.87,1.22,-5.99
1.10,-0.01,0.70,71.87,8.22,-5.99
1.10,-0.01,0.70,-0.13,-8.78,-0.99
1.10,-0.01,0.70,-72.13,-15.78,14.01
1.10,-0.01,0.70,107.87,-8.78,9.01
1.10,-0.01,0.70,-36.13,1.22,-5.99
1.10,-0.01,0.70,35.87,15.22,-0.99
1.10,-0.01,0.70,-36.13,-8.78,-0.99
1.10,-0.01,0.70,71.87,8.22,4.01
1.10,-0.01,0.70,-0.13,-15.78,4.01
1.10,-0.01,0.70,-108.13,-15.78,-5.99
1.10,-0.01,0.70,-36.13,-15.78,14.01
1.10,-0.01,0.70,-72.13,-8.78,-0.99
1.10,-0.01,0.70,143.87,1.22,-5.99
1.10,-0.01,0.70,35.87,1.22,-10.99
1.10,-0.01,0.70,-144.13,-8.78,-5.99
1.10,-0.01,0.70,-108.13,8.22,-5.99
1.10,-0.01,0.70,71.87,-8.78,-0.99
1.10,-0.01,0.70,-144.13,-8.78,-0.99
1.10,-0.01,0.70,-144.13,-15.78,-0.99
1.10,-0.01,0.70,35.87,1.22,4.01
1.10,-0.01,0.70,-144.13,-15.78,-5.99
1.10,-0.01,0.70,-144.13,8.22,-5.99
1.10,-0.01,0.70,-72.13,15.22,14.01
1.10,-0.01,0.70,-144.13,15.22,9.01
1.10,-0.01,0.70,-36.13,1.22,4.01
1.10,-0.01,0.70,107.87,15.22,-10.99
1.10,-0.01,0.70,71.87,-15.78,-5.99
1.10,-0.01,0.70,71.87,8.22,14.01
1.10,-0.01,0.70,179.87,-8.78,-5.99
1.10,-0.01,0.70,143.87,8.22,-5.99
1.10,-0.01,0.70,-36.13,1.22,-0.99
1.10,-0.01,0.70,179.87,1.22,4.01
1.10,-0.01,0.70,179.87,-8.78,14.01
1.10,-0.01,0.70,-108.13,8.22,-10.99
1.10,-0.01,0.70,179.87,-15.78,14.01
1.10,-0.01,0.70,179.87,8.22,-10.99
1.10,-0.01,0.70,179.87,-8.78,-10.99
1.10,-0.01,0.70,107.87,15.22,-5.99
1.10,-0.01,0.70,-72.13,15.22,-5.99
1.10,-0.01,0.70,71.87,1.22,9.01
1.10,-0.01,0.70,-36.13,1.22,14.01
1.10,-0.01,0.70,-144.13,15.22,-0.99
1.10,-0.01,0.70,35.87,-15.78,-10.99
1.10,-0.01,0.70,35.87,-8.78,4.01
1.10,-0.01,0.70,-72.13,-8.78,4.01
1.10,-0.01,0.70,-36.13,-8.78,9.01
1.10,-0.01,0.70,179.87,-15.78,4.01
1.10,-0.01,0.70,35.87,1.22,9.01
1.10,-0.01,0.70,-144.13,8.22,-0.99
1.10,-0.01,0.70,71.87,-8.78,4.01
1.10,-0.01,0.70,-36.13,8.22,-10.99
1.10,-0.01,0.70,179.87,15.22,14.01
1.10,-0.01,0.70,35.87,-8.78,14.01
1.10,-0.01,0.70,107.87,15.22,14.01
1.10,-0.01,0.70,71.87,1.22,-10.99
1.10,-0.01,0.70,143.87,-15.78,-0.99
1.10,-0.01,0.70,-108.13,15.22,14.01
1.10,-0.01,0.70,-108.13,15.22,9.01
1.10,-0.01,0.70,-0.13,-8.78,-5.99
1.10,-0.01,0.70,107.87,15.22,9.01
1.10,-0.01,0.70,-144.13,-8.78,4.01
1.10,-0.01,0.70,179.87,8.22,-0.99
1.10,-0.01,0.70,143.87,-8.78,-10.99
1.10,-0.01,0.70,71.87,15.22,-10.99
1.10,-0.01,0.70,143.87,-8.78,-5.99
1.10,-0.01,0.70,107.87,-8.78,-0.99
1.10,-0.01,0.70,143.87,8.22,4.01
1.10,-0.01,0.70,35.87,-8.78,-5.99
1.10,-0.01,0.70,-36.13,8.22,-0.99
1.10,-0.01,0.70,107.87,1.22,-10.99
1.10,-0.01,0.70,143.87,1.22,9.01
1.10,-0.01,0.70,143.87,8.22,14.01
1.10,-0.01,0.70,107.87,-8.78,-5.99
1.10,-0.01,0.70,-0.13,15.22,14.01
1.10,-0.01,0.70,-108.13,1.22,14.01
1.10,-0.01,0.70,143.87,-15.78,-5.99
1.10,-0.01,0.70,-108.13,-15.78,9.01
1.10,-0.01,0.70,-144.13,1.22,14.01
1.10,-0.01,0.70,71.87,-15.78,14.01
1.10,-0.01,0.70,-36.13,-15.78,9.01
1.10,-0.01,0.70,179.87,8.22,4.01
1.10,-0.01,0.70,107.87,8.22,-5.99
1.10,-0.01,0.70,35.87,8.22,9.01
1.10,-0.01,0.70,107.87,8.22,-0.99
1.10,-0.01,0.70,143.87,-8.78,4.01
1.10,-0.01,0.70,-72.13,8.22,9.01
1.10,-0.01,0.70,71.87,8.22,9.01
1.10,-0.01,0.70,179.87,-15.78,9.01
1.10,-0.01,0.70,-108.13,-8.78,-0.99
1.10,-0.01,0.70,-108.13,-8.78,-5.99
1.10,-0.01,0.70,71.87,-15.78,-0.99
1.10,-0.01,0.70,-72.13,1.22,-5.99
0.80,-0.01,0.90,45.34,-11.27,-4.47
0.80,-0.01,0.90,-26.66,-4.27,-9.47
0.80,-0.01,0.90,45.34,12.73,-4.47
0.80,-0.01,0.90,153.34,-4.27,10.53
0.80,-0.01,0.90,-170.66,-18.27,0.53
0.80,-0.01,0.90,-62.66,12.73,-14.47
0.80,-0.01,0.90,81.34,12.73,-4.47
0.80,-0.01,0.90,-62.66,5.73,-9.47
0.80,-0.01,0.90,-98.66,-11.27,-14.47
0.80,-0.01,0.90,-62.66,19.73,-4.47
0.80,-0.01,0.90,9.34,12.73,10.53
0.80,-0.01,0.90,-170.66,12.73,5.53
0.80,-0.01,0.90,45.34,19.73,0.53
0.80,-0.01,0.90,9.34,-4.27,-9.47
0.80,-0.01,0.90,81.34,-11.27,0.53
0.80,-0.01,0.90,117.34,5.73,10.53
0.80,-0.01,0.90,-98.66,12.73,-9.47
0.80,-0.01,0.90,45.34,-4.27,5.53
0.80,-0.01,0.90,-170.66,12.73,-9.47
0.80,-0.01,0.90,153.34,-4.27,-14.47
0.80,-0.01,0.90,9.34,-18.27,5.53
0.80,-0.01,0.90,153.34,-4.27,-9.47
0.80,-0.01,0.90,9.34,-4.27,-14.47
0.80,-0.01,0.90,153.34,-18.27,-9.47
0.80,-0.01,0.90,153.34,19.73,10.53
0.80,-0.01,0.90,117.34,5.73,-14.47
0.80,-0.01,0.90,-134.66,5.73,0.53
0.80,-0.01,0.90,9.34,-11.27,0.53
0.80,-0.01,0.90,81.34,-18.27,-9.47
0.80,-0.01,0.90,-62.66,19.73,-14.47
0.80,-0.01,0.90,9.34,19.73,-14.47
0.80,-0.01,0.90,-170.66,-4.27,-14.47
0.80,-0.01,0.90,-134.66,-4.27,-4.47
0.80,-0.01,0.90,117.34,-4.27,-4.47
0.80,-0.01,0.90,-134.66,12.73,-4.47
0.80,-0.01,0.90,117.34,-18.27,10.53
0.80,-0.01,0.90,-62.66,19.73,0.53
0.80,-0.01,0.90,81.34,5.73,-4.47
0.80,-0.01,0.90,-26.66,-11.27,-9.47
0.80,-0.01,0.90,-26.66,5.73,5.53
0.80,-0.01,0.90,45.34,-18.27,5.53
0.80,-0.01,0.90,-134.66,-18.27,-9.47
0.80,-0.01,0.90,-98.66,-18.27,-14.47
0.80,-0.01,0.90,153.34,-18.27,-4.47
0.80,-0.01,0.90,81.34,19.73,-9.47
0.80,-0.01,0.90,45.34,19.73,10.53
0.80,-0.01,0.90,81.34,5.73,-9.47
0.80,-0.01,0.90,153.34,5.73,5.53
0.80,-0.01,0.90,-62.66,-4.27,5.53
0.80,-0.01,0.90,153.34,12.73,5.53
0.80,-0.01,0.90,-134.66,-18.27,0.53
0.80,-0.01,0.90,9.34,-18.27,-14.47
0.80,-0.01,0.90,-170.66,-11.27,5.53
0.80,-0.01,0.90,-98.66,19.73,10.53
0.80,-0.01,0.90,-134.66,-18.27,5.53
0.80,-0.01,0.90,81.34,19.73,5.53
0.80,-0.01,0.90,45.34,19.73,-14.47
0.80,-0.01,0.90,-26.66,19.73,5.53
0.80,-0.01,0.90,-134.66,-4.27,5.53
0.80,-0.01,0.90,-26.66,5.73,0.53
0.80,-0.01,0.90,-170.66,5.73,10.53
0.80,-0.01,0.90,117.34,19.73,5.53
0.80,-0.01,0.90,117.34,-11.27,-4.47
0.80,-0.01,0.90,117.34,-11.27,5.53
0.80,-0.01,0.90,153.34,-4.27,-4.47
0.80,-0.01,0.90,45.34,-18.27,-9.47
0.80,-0.01,0.90,45.34,12.73,10.53
0.80,-0.01,0.90,9.34,-4.27,5.53
0.80,-0.01,0.90,-134.66,12.73,-14.47
0.80,-0.01,0.90,117.34,-18.27,-9.47
0.80,-0.01,0.90,-26.66,-4.27,-4.47
0.80,-0.01,0.90,45.34,-18.27,-4.47
0.80,-0.01,0.90,81.34,12.73,-14.47
0.80,-0.01,0.90,153.34,-11.27,10.53
0.80,-0.01,0.90,-62.66,-18.27,10.53
0.80,-0.01,0.90,-26.66,19.73,0.53
0.80,-0.01,0.90,-98.66,-4.27,-14.47
0.80,-0.01,0.90,-26.66,-11.27,10.53
0.80,-0.01,0.90,-26.66,-11.27,5.53
0.80,-0.01,0.90,-134.66,-4.27,-14.47
0.80,-0.01,0.90,-98.66,5.73,-9.47
0.80,-0.01,0.90,-170.66,-4.27,-9.47
0.80,-0.01,0.90,-26.66,-18.27,0.53
0.80,-0.01,0.90,-98.66,5.73,5.53
0.80,-0.01,0.90,-62.66,-11.27,0.53
0.80,-0.01,0.90,81.34,-18.27,-4.47
0.80,-0.01,0.90,-26.66,5.73,-4.47
0.80,-0.01,0.90,153.34,19.73,-9.47
0.80,-0.01,0.90,81.34,-4.27,0.53
0.80,-0.01,0.90,117.34,5.73,-9.47
0.80,-0.01,0.90,81.34,12.73,0.53
0.80,-0.01,0.90,-26.66,-11.27,0.53
0.80,-0.01,0.90,81.34,-18.27,10.53
0.80,-0.01,0.90,153.34,-11.27,-4.47
0.80,-0.01,0.90,153.34,12.73,-4.47
0.80,-0.01,0.90,-26.66,-18.27,-9.47
0.80,-0.01,0.90,117.34,12.73,-4.47
0.80,-0.01,0.90,-62.66,19.73,10.53
0.80,-0.01,0.90,-134.66,12.73,-9.47
0.80,-0.01,0.90,-62.66,12.73,10.53
0.80,-0.01,0.90,117.34,-4.27,-9.47
0.80,-0.01,0.90,-26.66,19.73,-9.47
0.80,-0.01,0.90,-26.66,-11.27,-4.47
0.80,-0.01,0.90,9.34,-11.27,-4.47
0.80,-0.01,0.90,-62.66,-11.27,-4.47
0.80,-0.01,0.90,81.34,-4.27,-9.47
0.80,-0.01,0.90,117.34,-11.27,-14.47
0.80,-0.01,0.90,-134.66,12.73,10.53
0.80,-0.01,0.90,-134.66,19.73,-9.47
0.80,-0.01,0.90,45.34,5.73,10.53
0.80,-0.01,0.90,117.34,-18.27,-14.47
0.80,-0.01,0.90,-26.66,-18.27,5.53
0.80,-0.01,0.90,-26.66,5.73,-14.47
0.80,-0.01,0.90,-98.66,19.73,0.53
0.80,-0.01,0.90,-26.66,-4.27,10.53
0.80,-0.01,0.90,117.34,-4.27,-14.47
0.80,-0.01,0.90,-62.66,12.73,-9.47
0.80,-0.01,0.90,81.34,-18.27,0.53
0.80,-0.01,0.90,-62.66,5.73,5.53
0.80,-0.01,0.90,-26.66,-4.27,-14.47
0.80,-0.01,0.90,117.34,-18.27,-4.47
0.80,-0.01,0.90,45.34,5.73,0.53
0.80,-0.01,0.90,153.34,12.73,-14.47
0.80,-0.01,0.90,-62.66,12.73,5.53
0.80,-0.01,0.90,-26.66,-18.27,-4.47
0.80,-0.01,0.90,-170.66,-18.27,10.53
0.80,-0.01,0.90,153.34,19.73,-4.47
0.80,-0.01,0.90,153.34,5.73,0.53
0.80,-0.01,0.90,153.34,12.73,10.53
0.80,-0.01,0.90,9.34,19.73,-9.47
0.80,-0.01,0.90,-26.66,-4.27,5.53
0.80,-0.01,0.90,81.34,19.73,-4.47
0.80,-0.01,0.90,9.34,12.73,-9.47
0.80,-0.01,0.90,-134.66,-11.27,-14.47
0.80,-0.01,0.90,-98.66,19.73,-9.47
0.80,-0.01,0.90,-170.66,5.73,-4.47
0.80,-0.01,0.90,81.34,12.73,5.53
0.80,-0.01,0.90,45.34,5.73,-9.47
0.80,-0.01,0.90,45.34,5.73,-14.47
0.80,-0.01,0.90,-26.66,-18.27,10.53
0.80,-0.01,0.90,153.34,19.73,0.53
0.80,-0.01,0.90,-98.66,19.73,-4.47
0.80,-0.01,0.90,-134.66,-18.27,-4.47
0.80,-0.01,0.90,45.34,-4.27,0.53
0.80,-0.01,0.90,-62.66,12.73,-4.47
0.80,-0.01,0.90,153.34,-4.27,0.53
0.80,-0.01,0.90,-26.66,19.73,-14.47
0.80,-0.01,0.90,9.34,12.73,0.53
0.80,-0.01,0.90,-98.66,-11.27,-4.47
0.80,-0.01,0.90,153.34,-11.27,0.53
0.80,-0.01,0.90,-170.66,19.73,10.53
0.80,-0.01,0.90,9.34,12.73,-14.47
0.80,-0.01,0.90,117.34,12.73,5.53
0.80,-0.01,0.90,-98.66,-4.27,-4.47
0.80,-0.01,0.90,117.34,-11.27,10.53
0.80,-0.01,0.90,-98.66,19.73,-14.47
0.80,-0.01,0.90,45.34,-4.27,10.53
0.80,-0.01,0.90,-170.66,-11.27,-14.47
0.80,-0.01,0.90,-134.66,19.73,5.53
0.80,-0.01,0.90,-98.66,-18.27,10.53
0.80,-0.01,0.90,9.34,-18.27,0.53
0.80,-0.01,0.90,-170.66,-4.27,5.53
0.80,-0.01,0.90,-26.66,-18.27,-14.47
0.80,-0.01,0.90,81.34,-11.27,-4.47
0.80,-0.01,0.90,-26.66,5.73,-9.47
0.80,-0.01,0.90,-98.66,-4.27,5.53
0.80,-0.01,0.90,-98.66,-18.27,-4.47
0.80,-0.01,0.90,81.34,-11.27,10.53
0.80,-0.01,0.90,-134.66,-18.27,10.53
0.80,-0.01,0.90,45.34,19.73,-9.47
0.80,-0.01,0.90,-98.66,-11.27,5.53
0.80,-0.01,0.90,81.34,-11.27,-14.47
0.80,-0.01,0.90,-98.66,12.73,5.53
0.80,-0.01,0.90,45.34,5.73,-4.47
0.80,-0.01,0.90,-26.66,12.73,10.53
0.80,-0.01,0.90,-62.66,-18.27,5.53
0.80,-0.01,0.90,45.34,12.73,5.53
0.80,-0.01,0.90,45.34,-11.27,-9.47
0.80,-0.01,0.90,-26.66,19.73,10.53
0.80,-0.01,0.90,-134.66,-11.27,-4.47
0.80,-0.01,0.90,-170.66,-18.27,-4.47
0.80,-0.01,0.90,-170.66,-11.27,0.53
0.80,-0.01,0.90,-98.66,5.73,-4.47
0.80,-0.01,0.90,9.34,-4.27,-4.47
0.80,-0.01,0.90,117.34,19.73,-9.47
0.80,-0.01,0.90,153.34,-11.27,-14.47
0.80,-0.01,0.90,-62.66,5.73,10.53
0.80,-0.01,0.90,-98.66,-18.27,0.53
0.80,-0.01,0.90,81.34,-11.27,5.53
0.80,-0.01,0.90,-98.66,12.73,-4.47
0.80,-0.01,0.90,-62.66,5.73,0.53
0.80,-0.01,0.90,153.34,5.73,-9.47
0.80,-0.01,0.90,-98.66,-11.27,-9.47
0.80,-0.01,0.90,-134.66,5.73,10.53
0.80,-0.01,0.90,9.34,-18.27,-4.47
0.80,-0.01,0.90,81.34,5.73,10.53
0.80,-0.01,0.90,81.34,-4.27,10.53
0.80,-0.01,0.90,-134.66,-11.27,10.53
0.80,-0.01,0.90,-62.66,19.73,5.53
0.80,-0.01,0.90,-62.66,-4.27,-14.47
0.20,-0.01,1.30,168.16,17.40,-4.50
0.20,-0.01,1.30,-83.84,3.40,-9.50
0.20,-0.01,1.30,-83.84,17.40,0.50
0.20,-0.01,1.30,24.16,-6.60,-9.50
0.20,-0.01,1.30,24.16,-6.60,-4.50
0.20,-0.01,1.30,24.16,17.40,-9.50
0.20,-0.01,1.30,24.16,3.40,-9.50
0.20,-0.01,1.30,132.16,3.40,-14.50
0.20,-0.01,1.30,-155.84,-13.60,-4.50
0.20,-0.01,1.30,168.16,3.40,5.50
0.20,-0.01,1.30,-119.84,3.40,-14.50
0.20,-0.01,1.30,24.16,-6.60,5.50
0.20,-0.01,1.30,-83.84,-13.60,0.50
0.20,-0.01,1.30,-83.84,-6.60,5.50
0.20,-0.01,1.30,96.16,3.40,10.50
0.20,-0.01,1.30,-155.84,-13.60,-9.50
0.20,-0.01,1.30,24.16,3.40,-4.50
0.20,-0.01,1.30,-47.84,17.40,-9.50
0.20,-0.01,1.30,60.16,17.40,-14.50
0.20,-0.01,1.30,-155.84,3.40,10.50
0.20,-0.01,1.30,96.16,10.40,5.50
0.20,-0.01,1.30,168.16,10.40,10.50
0.20,-0.01,1.30,96.16,3.40,-14.50
0.20,-0.01,1.30,132.16,10.40,-4.50
0.20,-0.01,1.30,168.16,10.40,0.50
0.20,-0.01,1.30,-47.84,10.40,0.50
0.20,-0.01,1.30,-119.84,-13.60,-9.50
0.20,-0.01,1.30,-119.84,10.40,0.50
0.20,-0.01,1.30,132.16,-13.60,-9.50
0.20,-0.01,1.30,-83.84,-13.60,5.50
0.20,-0.01,1.30,-83.84,17.40,-9.50
0.20,-0.01,1.30,96.16,3.40,-4.50
0.20,-0.01,1.30,168.16,-6.60,-14.50
0.20,-0.01,1.30,-11.84,10.40,-9.50
0.20,-0.01,1.30,-11.84,17.40,-4.50
0.20,-0.01,1.30,60.16,17.40,-9.50
0.20,-0.01,1.30,168.16,10.40,-14.50
0.20,-0.01,1.30,132.16,3.40,5.50
0.20,-0.01,1.30,-119.84,-13.60,10.50
0.20,-0.01,1.30,168.16,3.40,0.50
0.20,-0.01,1.30,132.16,3.40,10.50
0.20,-0.01,1.30,24.16,-6.60,0.50
0.20,-0.01,1.30,96.16,10.40,-4.50
0.20,-0.01,1.30,96.16,-6.60,5.50
0.20,-0.01,1.30,-47.84,10.40,10.50
0.20,-0.01,1.30,-47.84,-6.60,0.50
0.20,-0.01,1.30,96.16,-13.60,10.50
0.20,-0.01,1.30,-47.84,-13.60,10.50
0.20,-0.01,1.30,24.16,-6.60,10.50
0.20,-0.01,1.30,24.16,-13.60,-14.50
0.20,-0.01,1.30,168.16,10.40,-4.50
0.20,-0.01,1.30,-83.84,3.40,-14.50
0.20,-0.01,1.30,132.16,-13.60,10.50
0.20,-0.01,1.30,-119.84,17.40,-4.50
0.20,-0.01,1.30,24.16,-13.60,-4.50
0.20,-0.01,1.30,-11.84,10.40,5.50
0.20,-0.01,1.30,96.16,-6.60,10.50
0.20,-0.01,1.30,-155.84,10.40,5.50
0.20,-0.01,1.30,-11.84,3.40,-9.50
0.20,-0.01,1.30,-47.84,3.40,-9.50
0.20,-0.01,1.30,-119.84,17.40,5.50
0.20,-0.01,1.30,168.16,-6.60,-4.50
0.20,-0.01,1.30,132.16,-6.60,-4.50
0.20,-0.01,1.30,-83.84,-6.60,-9.50
0.20,-0.01,1.30,132.16,-13.60,-4.50
0.20,-0.01,1.30,-119.84,-6.60,5.50
0.20,-0.01,1.30,60.16,17.40,10.50
0.20,-0.01,1.30,168.16,3.40,-4.50
0.20,-0.01,1.30,-119.84,10.40,5.50
0.20,-0.01,1.30,96.16,10.40,-14.50
0.20,-0.01,1.30,-11.84,3.40,-14.50
0.20,-0.01,1.30,132.16,-13.60,5.50
0.20,-0.01,1.30,-155.84,-13.60,5.50
0.20,-0.01,1.30,60.16,-13.60,10.50
0.20,-0.01,1.30,60.16,3.40,-4.50
0.20,-0.01,1.30,-47.84,17.40,5.50
0.20,-0.01,1.30,168.16,-6.60,-9.50
0.20,-0.01,1.30,-83.84,10.40,-9.50
0.20,-0.01,1.30,-119.84,10.40,-4.50
0.20,-0.01,1.30,60.16,-6.60,-9.50
0.20,-0.01,1.30,168.16,10.40,5.50
0.20,-0.01,1.30,132.16,17.40,-14.50
0.20,-0.01,1.30,168.16,3.40,-9.50
0.20,-0.01,1.30,24.16,3.40,-14.50
0.20,-0.01,1.30,-83.84,10.40,5.50
0.20,-0.01,1.30,60.16,-13.60,0.50
0.20,-0.01,1.30,-155.84,17.40,-14.50
0.20,-0.01,1.30,-47.84,17.40,0.50
0.20,-0.01,1.30,168.16,17.40,0.50
0.20,-0.01,1.30,-47.84,3.40,0.50
0.20,-0.01,1.30,96.16,10.40,10.50
